-0.321152	-0.394717	0.244034	1.104446	-0.210124	0.306992	0.210089	0.711512	0.455470	-0.090498	-0.011846	-0.299051	0.657866	-0.355887	1.301883	0.014622	0.262140	0.010150	-0.177713	-0.022476
-0.895170	0.075463	0.242959	-0.092715	-0.452612	-0.717736	0.473520	-0.023407	-0.236658	0.552223	0.265350	0.834926	-0.486520	0.844792	1.308777	-0.089166	-0.214820	-0.026721	0.524706	0.975490
1.062258	0.347178	0.617937	0.278251	0.664036	0.490293	-1.221727	0.758003	-0.170126	-0.327811	0.694316	-0.057898	0.615149	0.032920	-0.327826	-0.127875	0.218526	-0.588686	0.818751	0.321889
0.306359	-0.183172	-0.151588	0.963053	0.773303	0.168016	-0.019188	0.235694	0.342458	-0.301088	0.619646	-0.425930	-0.051848	0.542491	0.802143	-0.688138	-0.217146	0.571926	0.654042	0.164317
0.924504	-0.064679	-0.253348	0.455065	-0.261701	-0.099709	-0.809938	0.261524	0.376566	0.221983	0.223702	-0.525221	-0.893643	0.266695	1.038387	-0.261045	0.684971	-0.684124	0.151914	-0.810646
-0.120892	0.874171	-0.953855	-0.051389	-0.070408	-0.098797	-0.884340	-0.472086	1.087700	-0.123365	1.330162	-0.536104	0.097961	-0.581177	-1.227313	-0.171388	0.022439	-0.009413	-0.342300	-0.917171
0.507385	0.242869	0.859936	0.636502	0.555066	-0.405386	-0.197813	-0.911293	1.009184	-0.252713	0.831946	0.302105	0.092444	0.035148	0.851562	0.710037	0.251474	-0.116226	1.043367	0.629248
-0.327534	-0.736428	0.516243	-0.569231	0.536203	-0.093210	-0.411949	-0.162535	-0.640975	-0.633183	0.278271	-0.209821	0.938772	0.117899	-0.517416	0.189931	-0.075623	-0.204760	-0.029508	0.474702
-0.038200	0.367995	-0.767652	-0.419285	-0.305901	-1.129164	-0.126324	0.111797	-0.847014	-0.668302	0.208471	-1.005485	-0.396749	0.440817	-0.347033	-1.237874	0.764844	-0.944081	0.563072	-0.099704
-0.804543	-0.193488	-0.012877	0.513764	-0.623503	-0.209737	0.073177	0.551044	-0.433268	-0.660303	-0.526532	-0.465519	-0.796015	-0.069108	-0.888306	-1.027643	0.574758	0.417328	0.195742	-0.714470
-0.052507	-0.212584	0.096579	-0.727095	-0.676323	0.446280	0.078926	-0.625359	-0.312549	0.040991	-0.011264	0.537255	0.226719	0.764279	-0.063869	0.303648	-0.029991	0.419603	-0.880539	-0.285531
-0.701734	-0.442061	0.216917	0.902145	0.467499	0.631255	0.762447	0.331603	-1.064101	0.018137	-0.581158	1.180110	0.867866	0.682989	-0.449165	0.339657	0.337108	0.629069	1.581050	-0.016696
